Time,Open,High,Low,Last,Change,Volume
"11/15/19 13:00",311.245,311.29,311.08,311.145,-0.10000000000002,2202057
"11/15/19 12:00",311.25,311.45,311.195,311.245,-0.0086999999999762,2830307
"11/15/19 11:00",310.89,311.46,310.89,311.2537,0.36369999999999,3854111
"11/15/19 10:00",310.31,310.94,310.29,310.89,0.57999999999998,4309345
"11/15/19 09:00",311.02,311.04,310.26,310.31,0.76999999999998,3931399
"11/14/19 16:00",309.53,309.56,309.53,309.54,0.010000000000048,563637
"11/14/19 15:00",309.28,309.64,309.11,309.53,0.255,10357082
"11/14/19 14:00",308.75,309.31,308.58,309.275,0.53499999999997,4926574
"11/14/19 13:00",309.02,309.16,308.24,308.74,-0.28499999999997,4092078
"11/14/19 12:00",308.39,309.06,308.31,309.025,0.625,2943150
"11/14/19 11:00",308.85,309.35,308.09,308.4,-0.46000000000004,4491451
"11/14/19 10:00",309.19,309.46,308.83,308.86,-0.33999999999997,4704581
"11/14/19 09:00",308.79,309.2,308.7,309.2,0.050000000000011,1924651
"11/13/19 16:00",309.08,309.16,309.08,309.15,0.079999999999984,706875
"11/13/19 15:00",309.15,309.37,308.87,309.07,-0.079999999999984,9569876
"11/13/19 14:00",308.84,309.19,308.42,309.15,0.31999999999999,7711109
"11/13/19 13:00",309.35,309.54,308.38,308.83,-0.52000000000004,6554406
"11/13/19 12:00",309.12,309.42,308.98,309.35,0.23000000000002,2379598
"11/13/19 11:00",309,309.25,308.65,309.12,0.12,4082281
"11/13/19 10:00",308.3701,309.03,308.23,309,0.63,4700153
"11/13/19 09:00",307.91,308.47,307.66,308.37,-0.58999999999997,3872395
"11/12/19 16:00",308.94,309,308.94,308.96,0.019999999999982,1478909
"11/12/19 15:00",308.3958,309.04,307.7,308.94,0.54500000000002,7479396
"11/12/19 14:00",309.5,309.51,308.15,308.395,-1.11,4855568
"11/12/19 13:00",309.32,309.6,309.23,309.505,0.17500000000001,2736827
"11/12/19 12:00",309.39,309.53,308.96,309.33,-0.050299999999993,4305935
"11/12/19 11:00",309.755,309.87,309.32,309.3803,-0.37130000000002,4045670
"11/12/19 10:00",309.46,309.99,309.2801,309.7516,0.30160000000001,6088414
"11/12/19 09:00",308.75,309.465,308.55,309.45,1.09,2982367
"11/11/19 16:00",308.39,308.39,308.35,308.36,-0.029999999999973,508202
"11/11/19 15:00",308.4,308.495,308.11,308.39,0,4475592
"11/11/19 14:00",308.5,308.51,308.3,308.39,-0.11500000000001,2179531
"11/11/19 13:00",308.33,308.54,308.29,308.505,0.185,1721571
"11/11/19 12:00",308.11,308.35,308.01,308.32,0.20999999999998,2193232
"11/11/19 11:00",307.91,308.12,307.84,308.11,0.19999999999999,1934239
"11/11/19 10:00",308.02,308.94,307.87,307.91,-0.099999999999966,4307833
"11/11/19 09:00",307.42,308.02,307.27,308.01,-0.92000000000002,4222705
"11/08/19 16:00",308.97,308.97,308.93,308.93,-0.04000000000002,627995
"11/08/19 15:00",308.22,308.97,308.21,308.97,0.745,11274693
"11/08/19 14:00",308.1,308.24,308.02,308.225,0.125,2214847
"11/08/19 13:00",308.31,308.35,308.09,308.1,-0.20999999999998,2022277
"11/08/19 12:00",308.26,308.44,308.2,308.31,0.050000000000011,2035077
"11/08/19 11:00",308.11,308.29,307.76,308.26,0.14999999999998,3389039
"11/08/19 10:00",307.33,308.18,307.03,308.11,0.79000000000002,5774294
"11/08/19 09:00",307.8,308.29,307.18,307.32,-0.88999999999999,4561830
"11/07/19 16:00",308.22,308.23,308.18,308.21,-0.010000000000048,794096
"11/07/19 15:00",308.39,308.56,307.66,308.22,-0.16499999999996,10260243
"11/07/19 14:00",308.7517,308.99,307.93,308.385,-0.36500000000001,5856451
"11/07/19 13:00",309.1,309.12,308.65,308.75,-0.33999999999997,2839923
"11/07/19 12:00",309.385,309.46,308.87,309.09,-0.29000000000002,3551756
"11/07/19 11:00",309.2,309.65,308.755,309.38,0.17000000000002,5038830
"11/07/19 10:00",309.04,309.4,308.75,309.21,0.17499999999995,4830820
"11/07/19 09:00",308.57,309.24,308.51,309.035,1.965,4691343
"11/06/19 16:00",307.14,307.1699,307.07,307.07,-0.069999999999993,905868
"11/06/19 15:00",307.045,307.19,306.86,307.14,0.09499999999997,8139634
"11/06/19 14:00",307.1,307.16,306.86,307.045,-0.055000000000007,2833652
"11/06/19 13:00",306.4741,307.155,306.3,307.1,0.62,3713079
"11/06/19 12:00",306.36,306.69,306.32,306.48,0.12,3258929
"11/06/19 11:00",306.78,307.4,306.06,306.36,-0.41999999999996,8336271
"11/06/19 10:00",306.96,307.18,306.74,306.78,-0.17500000000001,4262221
"11/06/19 09:00",307.03,307.07,306.4501,306.955,-0.055000000000007,2842542
"11/05/19 15:00",307.385,307.41,306.836,307.01,-0.37,8777918
"11/05/19 14:00",307.315,307.5,307.24,307.38,0.069999999999993,2039415
"11/05/19 13:00",307.29,307.42,307.17,307.31,0.014999999999986,2605061
"11/05/19 12:00",307.02,307.3,306.72,307.295,0.28500000000003,3528192
"11/05/19 11:00",306.93,307.32,306.83,307.01,0.099999999999966,3416944
"11/05/19 10:00",307.46,307.9195,306.71,306.91,-0.46999999999997,6527756
"11/05/19 09:00",307.59,307.67,307.2096,307.38,0.0099999999999909,3323606
"11/04/19 16:00",307.335,307.37,307.335,307.37,0.03000000000003,858197
"11/04/19 15:00",307.41,307.51,306.96,307.34,-0.075000000000045,10256815
"11/04/19 14:00",307.6,307.65,307.37,307.415,-0.17499999999995,2495963
"11/04/19 13:00",307.52,307.65,307.39,307.59,0.069999999999993,2253511
"11/04/19 12:00",307.36,307.55,307.23,307.52,0.15999999999997,2648139
"11/04/19 11:00",307.53,307.81,307.34,307.36,-0.16999999999996,3607986
"11/04/19 10:00",307.625,307.87,307.32,307.53,-0.10000000000002,4473161
"11/04/19 09:00",307.85,308,307.535,307.63,1.46,4628569
"11/01/19 16:00",306.18,306.19,306.14,306.17,-0.0099999999999909,1562521
"11/01/19 15:00",305.785,306.19,305.53,306.18,0.39499999999998,13819735
"11/01/19 14:00",305.85,305.91,305.6,305.785,-0.064999999999998,3809012
"11/01/19 13:00",305.28,306.01,305.24,305.85,0.57000000000005,4850833
"11/01/19 12:00",305.53,305.545,305.02,305.28,-0.25,4586279
"11/01/19 11:00",305.63,305.68,305.35,305.53,-0.10000000000002,6682446
"11/01/19 10:00",305.24,305.89,304.79,305.63,0.39999999999998,8298022
"11/01/19 09:00",304.92,305.39,304.74,305.23,1.9,5006686
"10/31/19 16:00",303.26,303.35,303.26,303.33,0.069999999999993,1551489
"10/31/19 15:00",302.31,303.39,302.21,303.26,0.94,15014130
"10/31/19 14:00",302.35,302.47,301.85,302.32,-0.04000000000002,5936391
"10/31/19 13:00",302.21,302.68,302.11,302.36,0.16000000000003,3247953
"10/31/19 12:00",302.68,302.783,301.85,302.2,-0.47500000000002,5629019
"10/31/19 11:00",302.81,303.02,302.35,302.675,-0.125,5581681
"10/31/19 10:00",303.27,303.2861,301.73,302.8,-0.47999999999996,10203967
"10/31/19 09:00",304.13,304.13,303.26,303.28,-0.93000000000001,4487545
"10/30/19 16:00",304.14,304.22,304.14,304.21,0.069999999999993,870472
"10/30/19 15:00",303.66,304.55,303.64,304.14,0.47039999999998,10407303
"10/30/19 14:00",302.49,303.81,302.1,303.6696,1.1696,10374438
"10/30/19 13:00",302.91,303.05,302.41,302.5,-0.39999999999998,3021451
"10/30/19 12:00",302.78,303.17,302.75,302.9,0.10999999999996,1963730
"10/30/19 11:00",303.06,303.09,302.53,302.79,-0.26999999999998,2862150
"10/30/19 10:00",302.865,303.1,301.99,303.06,0.19,5877910
"10/30/19 09:00",303.43,303.43,302.65,302.87,-0.26999999999998,2661897
"10/29/19 16:00",303.21,303.21,303.13,303.14,-0.060000000000002,676232
"10/29/19 15:00",303.11,303.41,302.93,303.2,0.089999999999975,7018161
"10/29/19 14:00",303.795,303.8,303.1,303.11,-0.68000000000001,3797900
"10/29/19 13:00",303.8,303.99,303.72,303.79,-0.010099999999966,2784776
"10/29/19 12:00",303.27,304.02,302.98,303.8001,0.5301,4064467
"10/29/19 11:00",303.975,304.16,303.06,303.27,-0.71000000000004,5202806
"10/29/19 10:00",303.32,304.23,303.1438,303.98,0.65000000000003,4805011
"10/29/19 09:00",303,303.59,302.86,303.33,-0.0099999999999909,3392002
"10/28/19 16:00",303.37,303.39,303.3,303.34,-0.020000000000039,1113171
"10/28/19 15:00",303.5,303.695,303.26,303.36,-0.14999999999998,7590061
"10/28/19 14:00",303.43,303.61,303.37,303.51,0.069999999999993,2924233
"10/28/19 13:00",303.2,303.53,303.17,303.44,0.25,2846072
"10/28/19 12:00",303.3076,303.54,303.15,303.19,-0.10000000000002,2070901
"10/28/19 11:00",303.3415,303.47,303.05,303.29,-0.043599999999969,3741815
"10/28/19 10:00",303.52,303.85,303.27,303.3336,-0.1764,4474120
"10/28/19 09:00",302.94,303.66,302.91,303.51,1.92,4337963
"10/25/19 16:00",301.65,301.65,301.565,301.59,-0.050000000000011,1147201
"10/25/19 15:00",301.67,301.85,301.48,301.64,-0.03000000000003,9210020
"10/25/19 14:00",301.72,301.82,301.25,301.67,-0.055000000000007,4328831
"10/25/19 13:00",301.76,301.9268,301.61,301.725,-0.025099999999952,2407802
"10/25/19 12:00",302,302.07,301.55,301.7501,-0.25050000000005,3383963
"10/25/19 11:00",301.33,302.2,301.19,302.0006,0.66560000000004,5613391
"10/25/19 10:00",300.35,301.4,300.29,301.335,0.96499999999997,4391319
"10/25/19 09:00",299.74,300.4688,299.69,300.37,-0.050000000000011,2198091
"10/24/19 16:00",300.41,300.43,300.37,300.42,0,941000
"10/24/19 15:00",300.15,300.65,300.11,300.42,0.27000000000004,6064780
"10/24/19 14:00",299.745,300.22,299.69,300.15,0.40499999999997,2359978
"10/24/19 13:00",300.11,300.16,299.58,299.745,-0.375,2251690
"10/24/19 12:00",300.56,300.72,299.52,300.12,-0.44,4226542
"10/24/19 11:00",299.92,300.725,299.92,300.56,0.63999999999999,4880003
"10/24/19 10:00",299.88,300.04,299.4601,299.92,0.04000000000002,3937436
"10/24/19 09:00",300.91,301.07,299.81,299.88,0.050000000000011,3645497
"10/23/19 16:00",299.85,299.88,299.82,299.83,-0.03000000000003,736874
"10/23/19 15:00",299.05,299.94,298.94,299.86,0.80000000000001,7148762
"10/23/19 14:00",299.295,299.295,298.79,299.06,-0.23000000000002,3581917
"10/23/19 13:00",299.32,299.5,299.14,299.29,-0.034999999999968,1507434
"10/23/19 12:00",299.43,299.59,299.22,299.325,-0.11500000000001,2309543
"10/23/19 11:00",299.425,299.76,299.375,299.44,0.0099999999999909,2612789
"10/23/19 10:00",299.29,299.57,298.77,299.43,0.15000000000003,3918460
"10/23/19 09:00",298.73,299.39,298.495,299.28,0.28999999999996,3283088
"10/22/19 16:00",299.03,299.03,298.99,298.99,-0.039999999999964,956694
"10/22/19 15:00",299.71,299.97,298.91,299.03,-0.65000000000003,9089421
"10/22/19 14:00",300.495,300.77,299.45,299.68,-0.81999999999999,5972073
"10/22/19 13:00",300.76,300.79,300.33,300.5,-0.25510000000003,2426829
"10/22/19 12:00",300.29,300.9,300.22,300.7551,0.46510000000001,2774040
"10/22/19 11:00",300.66,300.89,300.17,300.29,-0.36499999999995,3065951
"10/22/19 10:00",300.68,300.89,300.25,300.655,-0.015000000000043,3994308
"10/22/19 09:00",300.58,300.8,300.315,300.67,0.64000000000004,2686347
"10/21/19 16:00",300.05,300.05,299.99,300.03,-0.020000000000039,1173486
"10/21/19 15:00",299.96,300.21,299.83,300.05,0.091000000000008,7552961
"10/21/19 14:00",299.68,300.09,299.66,299.959,0.279,3707626
"10/21/19 13:00",299.84,299.9,299.59,299.68,-0.15999999999997,1874734
"10/21/19 12:00",299.63,299.95,299.41,299.84,0.20999999999998,2326944
"10/21/19 11:00",299.58,299.79,299.45,299.63,0.050000000000011,3368301
"10/21/19 10:00",299.15,299.61,298.935,299.58,0.40999999999997,3363976
"10/21/19 09:00",299.42,299.86,299.04,299.17,1.18,3916856
"10/18/19 15:00",298.64,298.94,297.98,297.99,-0.63,12017417
"10/18/19 14:00",298.58,298.72,298.3,298.62,0.050000000000011,3613112
"10/18/19 13:00",297.85,298.67,297.82,298.57,0.72839999999997,4171249
"10/18/19 12:00",297.98,298.19,296.99,297.8416,-0.14839999999998,6944185
"10/18/19 11:00",298.63,298.93,297.95,297.99,-0.63999999999999,5197575
"10/18/19 10:00",299.3,299.31,298.13,298.63,-0.68000000000001,5405631
"10/18/19 09:00",298.69,299.395,298.69,299.31,0.10000000000002,3131734
"10/17/19 16:00",299.24,299.28,299.19,299.21,-0.03000000000003,958427
"10/17/19 15:00",299.58,299.68,299.07,299.24,-0.33999999999997,7862519
"10/17/19 14:00",299.39,299.68,299.01,299.58,0.19999999999999,3552292
"10/17/19 13:00",299.2911,299.51,299.1,299.38,0.079999999999984,2477442
"10/17/19 12:00",298.91,299.31,298.515,299.3,0.38999999999999,3043182
"10/17/19 11:00",299.23,299.56,298.64,298.91,-0.33999999999997,7740267
"10/17/19 10:00",300.08,300.24,299.18,299.25,-0.83999999999997,6415183
"10/17/19 09:00",299.68,300.2,299.44,300.09,1.63,3400084
"10/16/19 16:00",298.42,298.48,298.4,298.46,0.049999999999955,1938885
"10/16/19 15:00",298.56,298.589,298.12,298.41,-0.14999999999998,8412632
"10/16/19 14:00",298.1,298.72,298.02,298.56,0.45999999999998,3560735
"10/16/19 13:00",298.21,298.38,297.99,298.1,-0.10999999999996,3534774
"10/16/19 12:00",298.67,298.87,298.18,298.21,-0.45500000000004,2353950
"10/16/19 11:00",299,299.16,298.43,298.665,-0.35499999999996,4241289
"10/16/19 10:00",298.155,299.03,297.92,299.02,0.85999999999996,5429229
"10/16/19 09:00",298.37,298.65,298.03,298.16,-0.71999999999997,3995316
"10/15/19 16:00",298.89,298.91,298.88,298.88,-0.019999999999982,1063701
"10/15/19 15:00",299.29,299.43,298.87,298.9,-0.39000000000004,8981102
"10/15/19 14:00",299.475,299.7,299.16,299.29,-0.19,3042488
"10/15/19 13:00",299.38,299.62,299.1,299.48,0.11000000000001,2611821
"10/15/19 12:00",299.24,299.39,299.01,299.37,0.14999999999998,2893520
"10/15/19 11:00",299.45,299.6,298.87,299.22,-0.21999999999997,6381909
"10/15/19 10:00",297.42,299.445,297.41,299.44,2.03,8287281
"10/15/19 09:00",297.1,297.5763,296.97,297.41,1.3800000000001,3391818
"10/14/19 16:00",296.01,296.03,295.95,296.03,0.019999999999982,756764
"10/14/19 15:00",296.215,296.39,295.905,296.01,-0.21000000000004,7279240
"10/14/19 14:00",296.36,296.54,296.1033,296.22,-0.14999999999998,3176925
"10/14/19 13:00",296.14,296.38,295.91,296.37,0.22000000000003,2749195
"10/14/19 12:00",296.335,296.41,296.01,296.15,-0.17500000000001,2022660
"10/14/19 11:00",296.585,296.67,296.11,296.325,-0.26499999999999,2821206
"10/14/19 10:00",296.14,296.605,295.83,296.59,0.44999999999999,4525760
"10/14/19 09:00",295.93,296.3,295.57,296.14,-0.11000000000001,4122649
"10/11/19 16:00",296.26,296.3,296.22,296.25,-0.0099999999999909,1582163
"10/11/19 15:00",298.3,298.64,296.16,296.26,-2.03,23531374
"10/11/19 14:00",298.12,298.48,297.66,298.29,0.16000000000003,4622413
"10/11/19 13:00",297.63,298.23,297.115,298.13,0.48000000000002,7536179
"10/11/19 12:00",297.76,297.85,296.1448,297.65,-0.10880000000003,8244267
"10/11/19 11:00",297.69,298.74,297.61,297.7588,0.058800000000019,10313911
"10/11/19 10:00",297.29,297.96,297.2601,297.7,0.44,8320648
"10/11/19 09:00",296.27,297.75,296.25,297.26,3.97,7655160
"10/10/19 16:00",293.23,293.3,293.23,293.29,0.050000000000011,616750
"10/10/19 15:00",292.83,293.5,292.74,293.24,0.40480000000002,9334608
"10/10/19 14:00",293.4,293.55,292.04,292.8352,-0.56479999999999,6570833
"10/10/19 13:00",293.27,293.66,292.61,293.4,0.13,4183060
"10/10/19 12:00",293.98,294.04,292.76,293.27,-0.72000000000003,4696404
"10/10/19 11:00",293.8,294.21,293.63,293.99,0.19990000000001,4781262
"10/10/19 10:00",293.19,293.7922,292.565,293.7901,0.62009999999998,8121464
"10/10/19 09:00",291.18,293.28,291,293.17,2.05,7320639
"10/09/19 16:00",291.23,291.27,291.11,291.12,-0.11000000000001,4540720
"10/09/19 15:00",291.93,292.3,291.04,291.23,-0.70499999999998,14781344
"10/09/19 14:00",291.4,292.04,291.13,291.935,0.54500000000002,4749728
"10/09/19 13:00",291.34,291.82,290.97,291.39,0.064999999999998,4075192
"10/09/19 12:00",290.95,291.33,290.94,291.325,0.38499999999999,2337752
"10/09/19 11:00",290.74,291.32,290.06,290.94,0.19,5810539
"10/09/19 10:00",290.41,291.06,290.3,290.75,0.31999999999999,4015820
"10/09/19 09:00",290.75,291.25,290.14,290.43,1.77,5305039
"10/08/19 16:00",288.55,288.66,288.53,288.66,0.11000000000001,1938499
"10/08/19 15:00",290.46,291.12,288.49,288.55,-1.92,21854649
"10/08/19 14:00",290.675,291.85,289.69,290.47,-0.13999999999999,11429365
"10/08/19 13:00",290.33,291.045,290.08,290.61,0.27000000000004,4678665
"10/08/19 12:00",289.54,291.11,289.2984,290.34,0.78999999999996,5869932
"10/08/19 11:00",290.15,290.38,288.88,289.55,-0.61000000000001,7025255
"10/08/19 10:00",289.66,290.23,289.07,290.16,0.5,11068442
"10/08/19 09:00",291.04,291.04,289.66,289.66,-3.44,8667950
"10/07/19 16:00",293.12,293.12,293.08,293.1,-0.0099999999999909,1446005
"10/07/19 15:00",293.75,294.16,293.01,293.11,-0.63,12652652
"10/07/19 14:00",295.15,295.21,293.23,293.74,-1.41,7810954
"10/07/19 13:00",294.33,295.26,293.77,295.15,0.81,6502086
"10/07/19 12:00",294.82,294.83,294.15,294.34,-0.49000000000001,2701966
"10/07/19 11:00",294.08,294.84,294.021,294.83,0.75999999999999,4372894
"10/07/19 10:00",293.16,294.16,292.9995,294.07,0.90999999999997,5088044
"10/07/19 09:00",293.47,293.743,292.77,293.16,-1.14,4596830
"10/04/19 16:00",294.38,294.38,294.28,294.3,-0.069999999999993,1246403
"10/04/19 15:00",293.58,294.63,293.51,294.37,0.79599999999999,15149498
"10/04/19 14:00",293.04,293.72,292.93,293.574,0.54400000000004,4052540
"10/04/19 13:00",292.91,293.36,292.75,293.03,0.11999999999995,2754906
"10/04/19 12:00",292.895,293.12,292.7433,292.91,0.010000000000048,2737639
"10/04/19 11:00",291.86,293.14,291.65,292.9,1.05,6075823
"10/04/19 10:00",292.3,292.7,291.39,291.85,-0.42999999999995,7871738
"10/04/19 09:00",291.14,292.3,291.08,292.28,1.83,5130334
"10/03/19 16:00",290.37,290.45,290.37,290.45,0.079999999999984,975098
"10/03/19 15:00",289.71,290.4,289.09,290.37,0.66000000000003,11951172
"10/03/19 14:00",289.985,290.225,289.635,289.71,-0.27000000000004,6105272
"10/03/19 13:00",289.49,290.09,289.16,289.98,0.5,4599254
"10/03/19 12:00",288.09,289.63,288.09,289.48,1.39,5060094
"10/03/19 11:00",287.37,289.46,287.09,288.09,0.7002,13955002
"10/03/19 10:00",288.03,288.33,284.82,287.3898,-0.9402,23712186
"10/03/19 09:00",287.81,288.45,287.38,288.33,0.16999999999996,5246496
"10/02/19 16:00",288.04,288.18,288.04,288.16,0.12,1833993
"10/02/19 15:00",288.48,288.95,287.61,288.04,-0.44,19734793
"10/02/19 14:00",287.31,288.56,287.05,288.48,1.16,8662366
"10/02/19 13:00",286.97,287.79,286.7506,287.32,0.34999999999997,7593857
"10/02/19 12:00",288.21,288.24,286.64,286.97,-1.25,8836119
"10/02/19 11:00",288.4,288.88,287.46,288.22,-0.16999999999996,12261910
"10/02/19 10:00",289.74,290.04,287.98,288.39,-1.39,19476182
"10/02/19 09:00",291.5,291.51,289.32,289.78,-3.54,11422022
"10/01/19 16:00",293.21,293.37,293.21,293.32,0.11000000000001,1114056
"10/01/19 15:00",293.84,294.18,293.09,293.21,-0.63990000000001,15689531
"10/01/19 14:00",293.24,294.18,293,293.8499,0.60989999999998,7952789
"10/01/19 13:00",294.055,294.11,293.06,293.24,-0.81,6585009
"10/01/19 12:00",294.73,294.75,293.84,294.05,-0.68000000000001,4998223
"10/01/19 11:00",295.39,295.63,294.56,294.73,-0.68000000000001,7562328
"10/01/19 10:00",298.14,298.19,295.34,295.41,-2.78,12660524
"10/01/19 09:00",297.74,298.455,297.58,298.19,1.3995,4742067
"09/30/19 16:00",296.83,296.88,296.77,296.7905,-0.039499999999975,1665882
"09/30/19 15:00",297.07,297.25,296.6,296.83,-0.24000000000001,14758384
"09/30/19 14:00",297.3,297.3655,297.06,297.07,-0.23500000000001,3031707
"09/30/19 13:00",297.37,297.55,297.21,297.305,-0.055000000000007,2676935
"09/30/19 12:00",297.04,297.48,297.04,297.36,0.32499999999999,2703761
"09/30/19 11:00",296.58,297.18,296.305,297.035,0.46000000000004,3521552
"09/30/19 10:00",296.47,296.82,296.22,296.575,0.08499999999998,4421617
"09/30/19 09:00",295.97,296.71,295.92,296.49,1.08,4840233
"09/27/19 16:00",295.36,295.41,295.34,295.41,0.050000000000011,1235677
"09/27/19 15:00",293.97,295.46,293.82,295.36,1.38,19097024
"09/27/19 14:00",295.23,295.26,293.69,293.98,-1.25,7719406
"09/27/19 13:00",294.91,295.66,294.65,295.23,0.31999999999999,6396240
"09/27/19 12:00",296.63,296.72,294.91,294.91,-1.73,6325593
"09/27/19 11:00",297.6,297.715,295.28,296.64,-0.96000000000004,11433548
"09/27/19 10:00",296.88,297.69,296.32,297.6,0.71000000000004,5521084
"09/27/19 09:00",297.83,297.9465,296.7,296.89,-0.11000000000001,4398849
"09/26/19 16:00",296.98,297.01,296.98,297,0.029999999999973,464388
"09/26/19 15:00",296.96,297.86,296.7,296.97,0.010000000000048,11249812
"09/26/19 14:00",296.88,297.54,296.87,296.96,0.089999999999975,6081170
"09/26/19 13:00",296.61,296.88,296.11,296.87,0.26999999999998,2976560
"09/26/19 12:00",295.845,296.83,295.61,296.6,0.755,4866886
"09/26/19 11:00",296.56,296.57,295.45,295.845,-0.71499999999997,6422060
"09/26/19 10:00",296.75,297.21,296.26,296.56,-0.19,6877768
"09/26/19 09:00",297.63,297.65,296.53,296.75,-0.86000000000001,4591345
"09/25/19 16:00",297.61,297.62,297.54,297.61,0.0099999999999909,4996482
"09/25/19 15:00",297.5,298.11,297.4,297.6,0.090100000000007,11204080
"09/25/19 14:00",296.87,297.55,296.865,297.5099,0.62990000000002,4970882
"09/25/19 13:00",296.47,296.99,296.38,296.88,0.41629999999998,2581234
"09/25/19 12:00",296.44,296.93,296.3,296.4637,0.023700000000019,4247277
"09/25/19 11:00",296.26,296.7,296.11,296.44,0.18000000000001,5328908
"09/25/19 10:00",295.2,296.61,294.33,296.26,1.08,14479535
"09/25/19 09:00",295.96,296.36,295.11,295.18,-0.74000000000001,5135297
"09/24/19 16:00",295.81,295.92,295.81,295.92,0.11000000000001,1344593
"09/24/19 15:00",295.74,296.15,295.05,295.81,0.050000000000011,15839102
"09/24/19 14:00",295.4663,296.93,294.81,295.76,0.30000000000001,15849168
"09/24/19 13:00",295.24,295.88,294.835,295.46,0.20999999999998,9223557
"09/24/19 12:00",297.4902,297.89,295.13,295.25,-2.25,12818961
"09/24/19 11:00",298.89,298.91,297.21,297.5,-1.3865,8474842
"09/24/19 10:00",299.585,299.61,298.62,298.8865,-0.69849999999997,8682675
"09/24/19 09:00",299.47,299.84,299.06,299.585,1.285,4461484
"09/23/19 16:00",298.25,298.33,298.2,298.3,0.050000000000011,833906
"09/23/19 15:00",298.6,299,298.22,298.25,-0.35000000000002,7124790
"09/23/19 14:00",298.72,298.75,298.47,298.6,-0.12,2007041
"09/23/19 13:00",298.45,298.79,298.37,298.72,0.27390000000003,1916772
"09/23/19 12:00",298.44,298.71,298.3,298.4461,0.011099999999999,2244170
"09/23/19 11:00",297.705,298.59,297.68,298.435,0.7475,3386209
"09/23/19 10:00",298.06,298.17,297.44,297.6875,-0.36250000000001,5024474
"09/23/19 09:00",297.55,298.39,297.27,298.05,-0.029999999999973,6038113
"09/20/19 16:00",298.13,298.28,298.07,298.08,-0.050000000000011,1692333
"09/20/19 15:00",298.94,299.155,298.09,298.13,-0.80520000000001,14017053
"09/20/19 14:00",298.67,299.23,298.48,298.9352,0.2552,5506300
